order_id,order_date,raw_order_time,order_hour,item_id,item_name,category,price,revenue
11,,1:02:59 PM,13,113.0,Edamame,Asian,5.0,5.0
12,,1:04:41 PM,13,102.0,Cheeseburger,American,13.95,13.95
12,,1:04:41 PM,13,102.0,Cheeseburger,American,13.95,13.95
12,,1:04:41 PM,13,104.0,Veggie Burger,American,10.5,10.5
12,,1:04:41 PM,13,117.0,Chicken Burrito,Mexican,12.95,12.95
13,,1:11:55 PM,13,129.0,Mushroom Ravioli,Italian,15.5,15.5
14,,1:14:19 PM,13,114.0,Potstickers,Asian,9.0,9.0
15,,1:33:00 PM,13,107.0,Orange Chicken,Asian,16.5,16.5
15,,1:33:00 PM,13,124.0,Spaghetti,Italian,14.5,14.5
15,,1:33:00 PM,13,121.0,Cheese Quesadillas,Mexican,10.5,10.5
15,,1:33:00 PM,13,114.0,Potstickers,Asian,9.0,9.0
16,,1:34:07 PM,13,125.0,Spaghetti & Meatballs,Italian,17.95,17.95
16,,1:34:07 PM,13,111.0,California Roll,Asian,11.95,11.95
16,,1:34:07 PM,13,106.0,French Fries,American,7.0,7.0
17,,1:53:00 PM,13,101.0,Hamburger,American,12.95,12.95
17,,1:53:00 PM,13,116.0,Steak Tacos,Mexican,13.95,13.95
17,,1:53:00 PM,13,124.0,Spaghetti,Italian,14.5,14.5
17,,1:53:00 PM,13,125.0,Spaghetti & Meatballs,Italian,17.95,17.95
17,,1:53:00 PM,13,117.0,Chicken Burrito,Mexican,12.95,12.95
17,,1:53:00 PM,13,127.0,Meat Lasagna,Italian,17.95,17.95
17,,1:53:00 PM,13,128.0,Cheese Lasagna,Italian,15.5,15.5
17,,1:53:00 PM,13,129.0,Mushroom Ravioli,Italian,15.5,15.5
17,,1:53:00 PM,13,118.0,Steak Burrito,Mexican,14.95,14.95
17,,1:53:00 PM,13,131.0,Chicken Parmesan,Italian,17.95,17.95
18,,1:57:08 PM,13,111.0,California Roll,Asian,11.95,11.95
19,,1:59:09 PM,13,110.0,Pork Ramen,Asian,17.95,17.95
19,,1:59:09 PM,13,120.0,Steak Torta,Mexican,13.95,13.95
20,,2:03:08 PM,14,107.0,Orange Chicken,Asian,16.5,16.5
20,,2:03:08 PM,14,124.0,Spaghetti,Italian,14.5,14.5
21,,2:14:29 PM,14,110.0,Pork Ramen,Asian,17.95,17.95
22,,2:16:26 PM,14,124.0,Spaghetti,Italian,14.5,14.5
22,,2:16:26 PM,14,110.0,Pork Ramen,Asian,17.95,17.95
22,,2:16:26 PM,14,105.0,Mac & Cheese,American,7.0,7.0
23,,2:19:03 PM,14,105.0,Mac & Cheese,American,7.0,7.0
24,,2:23:01 PM,14,101.0,Hamburger,American,12.95,12.95
24,,2:23:01 PM,14,110.0,Pork Ramen,Asian,17.95,17.95
24,,2:23:01 PM,14,113.0,Edamame,Asian,5.0,5.0
24,,2:23:01 PM,14,119.0,Chicken Torta,Mexican,11.95,11.95
25,,2:44:44 PM,14,120.0,Steak Torta,Mexican,13.95,13.95
25,,2:44:44 PM,14,106.0,French Fries,American,7.0,7.0
26,,2:54:26 PM,14,108.0,Tofu Pad Thai,Asian,14.5,14.5
26,,2:54:26 PM,14,132.0,Eggplant Parmesan,Italian,16.95,16.95
27,,3:11:17 PM,15,101.0,Hamburger,American,12.95,12.95
27,,3:11:17 PM,15,108.0,Tofu Pad Thai,Asian,14.5,14.5
27,,3:11:17 PM,15,131.0,Chicken Parmesan,Italian,17.95,17.95
28,,3:35:46 PM,15,103.0,Hot Dog,American,9.0,9.0
29,,3:41:01 PM,15,126.0,Fettuccine Alfredo,Italian,14.5,14.5
30,,3:41:25 PM,15,106.0,French Fries,American,7.0,7.0
31,,3:50:18 PM,15,129.0,Mushroom Ravioli,Italian,15.5,15.5
31,,3:50:18 PM,15,113.0,Edamame,Asian,5.0,5.0
32,,3:53:18 PM,15,107.0,Orange Chicken,Asian,16.5,16.5
32,,3:53:18 PM,15,126.0,Fettuccine Alfredo,Italian,14.5,14.5
32,,3:53:18 PM,15,110.0,Pork Ramen,Asian,17.95,17.95
32,,3:53:18 PM,15,117.0,Chicken Burrito,Mexican,12.95,12.95
33,,3:54:08 PM,15,101.0,Hamburger,American,12.95,12.95
33,,3:54:08 PM,15,126.0,Fettuccine Alfredo,Italian,14.5,14.5
34,,4:21:21 PM,16,114.0,Potstickers,Asian,9.0,9.0
35,,4:32:04 PM,16,126.0,Fettuccine Alfredo,Italian,14.5,14.5
35,,4:32:04 PM,16,112.0,Salmon Roll,Asian,14.95,14.95
35,,4:32:04 PM,16,113.0,Edamame,Asian,5.0,5.0
35,,4:32:04 PM,16,106.0,French Fries,American,7.0,7.0
36,,4:54:09 PM,16,101.0,Hamburger,American,12.95,12.95
36,,4:54:09 PM,16,108.0,Tofu Pad Thai,Asian,14.5,14.5
37,,4:56:09 PM,16,117.0,Chicken Burrito,Mexican,12.95,12.95
37,,4:56:09 PM,16,129.0,Mushroom Ravioli,Italian,15.5,15.5
38,,5:03:00 PM,17,109.0,Korean Beef Bowl,Asian,17.95,17.95
38,,5:03:00 PM,17,110.0,Pork Ramen,Asian,17.95,17.95
39,,5:07:23 PM,17,117.0,Chicken Burrito,Mexican,12.95,12.95
40,,5:14:36 PM,17,125.0,Spaghetti & Meatballs,Italian,17.95,17.95
40,,5:14:36 PM,17,105.0,Mac & Cheese,American,7.0,7.0
41,,5:15:20 PM,17,125.0,Spaghetti & Meatballs,Italian,17.95,17.95
41,,5:15:20 PM,17,126.0,Fettuccine Alfredo,Italian,14.5,14.5
42,,5:28:09 PM,17,107.0,Orange Chicken,Asian,16.5,16.5
42,,5:28:09 PM,17,124.0,Spaghetti,Italian,14.5,14.5
42,,5:28:09 PM,17,129.0,Mushroom Ravioli,Italian,15.5,15.5
42,,5:28:09 PM,17,118.0,Steak Burrito,Mexican,14.95,14.95
43,,5:38:34 PM,17,103.0,Hot Dog,American,9.0,9.0
43,,5:38:34 PM,17,117.0,Chicken Burrito,Mexican,12.95,12.95
43,,5:38:34 PM,17,118.0,Steak Burrito,Mexican,14.95,14.95
44,,5:54:20 PM,17,130.0,Shrimp Scampi,Italian,19.95,19.95
45,,5:55:48 PM,17,125.0,Spaghetti & Meatballs,Italian,17.95,17.95
45,,5:55:48 PM,17,109.0,Korean Beef Bowl,Asian,17.95,17.95
45,,5:55:48 PM,17,106.0,French Fries,American,7.0,7.0
46,,6:25:51 PM,18,104.0,Veggie Burger,American,10.5,10.5
46,,6:25:51 PM,18,108.0,Tofu Pad Thai,Asian,14.5,14.5
46,,6:25:51 PM,18,106.0,French Fries,American,7.0,7.0
47,,6:26:34 PM,18,105.0,Mac & Cheese,American,7.0,7.0
47,,6:26:34 PM,18,132.0,Eggplant Parmesan,Italian,16.95,16.95
48,,6:26:42 PM,18,104.0,Veggie Burger,American,10.5,10.5
48,,6:26:42 PM,18,126.0,Fettuccine Alfredo,Italian,14.5,14.5
48,,6:26:42 PM,18,119.0,Chicken Torta,Mexican,11.95,11.95
48,,6:26:42 PM,18,122.0,Chips & Salsa,Mexican,7.0,7.0
49,,6:33:00 PM,18,120.0,Steak Torta,Mexican,13.95,13.95
51,,6:48:28 PM,18,101.0,Hamburger,American,12.95,12.95
51,,6:48:28 PM,18,112.0,Salmon Roll,Asian,14.95,14.95
52,,6:53:02 PM,18,109.0,Korean Beef Bowl,Asian,17.95,17.95
52,,6:53:02 PM,18,129.0,Mushroom Ravioli,Italian,15.5,15.5
52,,6:53:02 PM,18,122.0,Chips & Salsa,Mexican,7.0,7.0
53,,6:54:17 PM,18,112.0,Salmon Roll,Asian,14.95,14.95
53,,6:54:17 PM,18,123.0,Chips & Guacamole,Mexican,9.0,9.0
54,,7:01:45 PM,19,119.0,Chicken Torta,Mexican,11.95,11.95
54,,7:01:45 PM,19,106.0,French Fries,American,7.0,7.0
55,,7:03:19 PM,19,118.0,Steak Burrito,Mexican,14.95,14.95
55,,7:03:19 PM,19,122.0,Chips & Salsa,Mexican,7.0,7.0
56,,7:07:00 PM,19,108.0,Tofu Pad Thai,Asian,14.5,14.5
56,,7:07:00 PM,19,128.0,Cheese Lasagna,Italian,15.5,15.5
56,,7:07:00 PM,19,105.0,Mac & Cheese,American,7.0,7.0
57,,7:10:51 PM,19,108.0,Tofu Pad Thai,Asian,14.5,14.5
58,,7:30:40 PM,19,124.0,Spaghetti,Italian,14.5,14.5
58,,7:30:40 PM,19,113.0,Edamame,Asian,5.0,5.0
59,,7:40:08 PM,19,127.0,Meat Lasagna,Italian,17.95,17.95
59,,7:40:08 PM,19,112.0,Salmon Roll,Asian,14.95,14.95
59,,7:40:08 PM,19,113.0,Edamame,Asian,5.0,5.0
60,,8:05:16 PM,20,104.0,Veggie Burger,American,10.5,10.5
60,,8:05:16 PM,20,125.0,Spaghetti & Meatballs,Italian,17.95,17.95
61,,8:08:43 PM,20,101.0,Hamburger,American,12.95,12.95
61,,8:08:43 PM,20,117.0,Chicken Burrito,Mexican,12.95,12.95
62,,8:50:16 PM,20,101.0,Hamburger,American,12.95,12.95
62,,8:50:16 PM,20,123.0,Chips & Guacamole,Mexican,9.0,9.0
63,,8:51:42 PM,20,112.0,Salmon Roll,Asian,14.95,14.95
64,,8:52:08 PM,20,107.0,Orange Chicken,Asian,16.5,16.5
65,,9:16:00 PM,21,112.0,Salmon Roll,Asian,14.95,14.95
65,,9:16:00 PM,21,120.0,Steak Torta,Mexican,13.95,13.95
65,,9:16:00 PM,21,122.0,Chips & Salsa,Mexican,7.0,7.0
65,,9:16:00 PM,21,123.0,Chips & Guacamole,Mexican,9.0,9.0
66,,9:47:55 PM,21,108.0,Tofu Pad Thai,Asian,14.5,14.5
66,,9:47:55 PM,21,110.0,Pork Ramen,Asian,17.95,17.95
67,,10:03:40 PM,22,105.0,Mac & Cheese,American,7.0,7.0
68,,10:07:32 PM,22,108.0,Tofu Pad Thai,Asian,14.5,14.5
68,,10:07:32 PM,22,117.0,Chicken Burrito,Mexican,12.95,12.95
68,,10:07:32 PM,22,117.0,Chicken Burrito,Mexican,12.95,12.95
69,,10:12:13 PM,22,101.0,Hamburger,American,12.95,12.95
70,,11:38:51 AM,11,127.0,Meat Lasagna,Italian,17.95,17.95
70,,11:38:51 AM,11,121.0,Cheese Quesadillas,Mexican,10.5,10.5
71,,11:40:50 AM,11,106.0,French Fries,American,7.0,7.0
72,,11:57:25 AM,11,131.0,Chicken Parmesan,Italian,17.95,17.95
73,,11:58:56 AM,11,106.0,French Fries,American,7.0,7.0
74,,12:01:12 PM,12,124.0,Spaghetti,Italian,14.5,14.5
74,,12:01:12 PM,12,129.0,Mushroom Ravioli,Italian,15.5,15.5
74,,12:01:12 PM,12,130.0,Shrimp Scampi,Italian,19.95,19.95
74,,12:01:12 PM,12,123.0,Chips & Guacamole,Mexican,9.0,9.0
75,,12:10:15 PM,12,117.0,Chicken Burrito,Mexican,12.95,12.95
75,,12:10:15 PM,12,128.0,Cheese Lasagna,Italian,15.5,15.5
75,,12:10:15 PM,12,111.0,California Roll,Asian,11.95,11.95
76,,12:21:17 PM,12,107.0,Orange Chicken,Asian,16.5,16.5
76,,12:21:17 PM,12,109.0,Korean Beef Bowl,Asian,17.95,17.95
76,,12:21:17 PM,12,127.0,Meat Lasagna,Italian,17.95,17.95
76,,12:21:17 PM,12,122.0,Chips & Salsa,Mexican,7.0,7.0
77,,12:22:46 PM,12,101.0,Hamburger,American,12.95,12.95
77,,12:22:46 PM,12,109.0,Korean Beef Bowl,Asian,17.95,17.95
78,,12:28:14 PM,12,107.0,Orange Chicken,Asian,16.5,16.5
78,,12:28:14 PM,12,108.0,Tofu Pad Thai,Asian,14.5,14.5
78,,12:28:14 PM,12,125.0,Spaghetti & Meatballs,Italian,17.95,17.95
78,,12:28:14 PM,12,110.0,Pork Ramen,Asian,17.95,17.95
78,,12:28:14 PM,12,122.0,Chips & Salsa,Mexican,7.0,7.0
78,,12:28:14 PM,12,106.0,French Fries,American,7.0,7.0
79,,12:29:11 PM,12,110.0,Pork Ramen,Asian,17.95,17.95
79,,12:29:11 PM,12,112.0,Salmon Roll,Asian,14.95,14.95
79,,12:29:11 PM,12,106.0,French Fries,American,7.0,7.0
80,,12:35:38 PM,12,113.0,Edamame,Asian,5.0,5.0
80,,12:35:38 PM,12,106.0,French Fries,American,7.0,7.0
81,,12:40:01 PM,12,106.0,French Fries,American,7.0,7.0
82,,12:45:51 PM,12,107.0,Orange Chicken,Asian,16.5,16.5
82,,12:45:51 PM,12,102.0,Cheeseburger,American,13.95,13.95
82,,12:45:51 PM,12,122.0,Chips & Salsa,Mexican,7.0,7.0
82,,12:45:51 PM,12,132.0,Eggplant Parmesan,Italian,16.95,16.95
83,,12:53:27 PM,12,105.0,Mac & Cheese,American,7.0,7.0
84,,1:13:41 PM,13,113.0,Edamame,Asian,5.0,5.0
85,,1:34:49 PM,13,108.0,Tofu Pad Thai,Asian,14.5,14.5
85,,1:34:49 PM,13,108.0,Tofu Pad Thai,Asian,14.5,14.5
85,,1:34:49 PM,13,117.0,Chicken Burrito,Mexican,12.95,12.95
85,,1:34:49 PM,13,114.0,Potstickers,Asian,9.0,9.0
86,,1:40:31 PM,13,109.0,Korean Beef Bowl,Asian,17.95,17.95
87,,2:01:02 PM,14,110.0,Pork Ramen,Asian,17.95,17.95
87,,2:01:02 PM,14,129.0,Mushroom Ravioli,Italian,15.5,15.5
87,,2:01:02 PM,14,123.0,Chips & Guacamole,Mexican,9.0,9.0
87,,2:01:02 PM,14,123.0,Chips & Guacamole,Mexican,9.0,9.0
88,,2:10:08 PM,14,124.0,Spaghetti,Italian,14.5,14.5
89,,2:30:19 PM,14,121.0,Cheese Quesadillas,Mexican,10.5,10.5
89,,2:30:19 PM,14,106.0,French Fries,American,7.0,7.0
90,,3:08:48 PM,15,120.0,Steak Torta,Mexican,13.95,13.95
90,,3:08:48 PM,15,106.0,French Fries,American,7.0,7.0
91,,3:14:43 PM,15,101.0,Hamburger,American,12.95,12.95
91,,3:14:43 PM,15,104.0,Veggie Burger,American,10.5,10.5
91,,3:14:43 PM,15,113.0,Edamame,Asian,5.0,5.0
92,,3:17:02 PM,15,101.0,Hamburger,American,12.95,12.95
92,,3:17:02 PM,15,117.0,Chicken Burrito,Mexican,12.95,12.95
92,,3:17:02 PM,15,117.0,Chicken Burrito,Mexican,12.95,12.95
92,,3:17:02 PM,15,127.0,Meat Lasagna,Italian,17.95,17.95
92,,3:17:02 PM,15,113.0,Edamame,Asian,5.0,5.0
92,,3:17:02 PM,15,118.0,Steak Burrito,Mexican,14.95,14.95
92,,3:17:02 PM,15,131.0,Chicken Parmesan,Italian,17.95,17.95
92,,3:17:02 PM,15,123.0,Chips & Guacamole,Mexican,9.0,9.0
92,,3:17:02 PM,15,114.0,Potstickers,Asian,9.0,9.0
93,,3:29:31 PM,15,120.0,Steak Torta,Mexican,13.95,13.95
94,,4:17:16 PM,16,110.0,Pork Ramen,Asian,17.95,17.95
94,,4:17:16 PM,16,105.0,Mac & Cheese,American,7.0,7.0
95,,4:18:04 PM,16,111.0,California Roll,Asian,11.95,11.95
95,,4:18:04 PM,16,118.0,Steak Burrito,Mexican,14.95,14.95
96,,4:21:20 PM,16,111.0,California Roll,Asian,11.95,11.95
97,,4:45:33 PM,16,107.0,Orange Chicken,Asian,16.5,16.5
98,,5:18:18 PM,17,108.0,Tofu Pad Thai,Asian,14.5,14.5
98,,5:18:18 PM,17,111.0,California Roll,Asian,11.95,11.95
99,,5:45:42 PM,17,117.0,Chicken Burrito,Mexican,12.95,12.95
100,,5:46:17 PM,17,109.0,Korean Beef Bowl,Asian,17.95,17.95
101,,5:51:33 PM,17,102.0,Cheeseburger,American,13.95,13.95
101,,5:51:33 PM,17,113.0,Edamame,Asian,5.0,5.0
101,,5:51:33 PM,17,121.0,Cheese Quesadillas,Mexican,10.5,10.5
101,,5:51:33 PM,17,122.0,Chips & Salsa,Mexican,7.0,7.0
102,,5:54:04 PM,17,101.0,Hamburger,American,12.95,12.95
102,,5:54:04 PM,17,119.0,Chicken Torta,Mexican,11.95,11.95
103,,6:02:09 PM,18,123.0,Chips & Guacamole,Mexican,9.0,9.0
104,,6:02:12 PM,18,101.0,Hamburger,American,12.95,12.95
104,,6:02:12 PM,18,103.0,Hot Dog,American,9.0,9.0
104,,6:02:12 PM,18,127.0,Meat Lasagna,Italian,17.95,17.95
104,,6:02:12 PM,18,132.0,Eggplant Parmesan,Italian,16.95,16.95
105,,6:12:01 PM,18,109.0,Korean Beef Bowl,Asian,17.95,17.95
105,,6:12:01 PM,18,113.0,Edamame,Asian,5.0,5.0
105,,6:12:01 PM,18,119.0,Chicken Torta,Mexican,11.95,11.95
106,,6:12:13 PM,18,129.0,Mushroom Ravioli,Italian,15.5,15.5
106,,6:12:13 PM,18,122.0,Chips & Salsa,Mexican,7.0,7.0
107,,6:25:09 PM,18,102.0,Cheeseburger,American,13.95,13.95
107,,6:25:09 PM,18,117.0,Chicken Burrito,Mexican,12.95,12.95
107,,6:25:09 PM,18,122.0,Chips & Salsa,Mexican,7.0,7.0
107,,6:25:09 PM,18,132.0,Eggplant Parmesan,Italian,16.95,16.95
108,,6:25:25 PM,18,108.0,Tofu Pad Thai,Asian,14.5,14.5
108,,6:25:25 PM,18,109.0,Korean Beef Bowl,Asian,17.95,17.95
108,,6:25:25 PM,18,123.0,Chips & Guacamole,Mexican,9.0,9.0
109,,6:27:50 PM,18,110.0,Pork Ramen,Asian,17.95,17.95
109,,6:27:50 PM,18,117.0,Chicken Burrito,Mexican,12.95,12.95
109,,6:27:50 PM,18,113.0,Edamame,Asian,5.0,5.0
109,,6:27:50 PM,18,119.0,Chicken Torta,Mexican,11.95,11.95
110,,6:36:19 PM,18,107.0,Orange Chicken,Asian,16.5,16.5
110,,6:36:19 PM,18,111.0,California Roll,Asian,11.95,11.95
110,,6:36:19 PM,18,121.0,Cheese Quesadillas,Mexican,10.5,10.5
110,,6:36:19 PM,18,122.0,Chips & Salsa,Mexican,7.0,7.0
111,,6:38:01 PM,18,102.0,Cheeseburger,American,13.95,13.95
111,,6:38:01 PM,18,124.0,Spaghetti,Italian,14.5,14.5
111,,6:38:01 PM,18,113.0,Edamame,Asian,5.0,5.0
111,,6:38:01 PM,18,130.0,Shrimp Scampi,Italian,19.95,19.95
112,,6:41:40 PM,18,113.0,Edamame,Asian,5.0,5.0
113,,6:50:21 PM,18,102.0,Cheeseburger,American,13.95,13.95
113,,6:50:21 PM,18,129.0,Mushroom Ravioli,Italian,15.5,15.5
113,,6:50:21 PM,18,105.0,Mac & Cheese,American,7.0,7.0
114,,6:59:32 PM,18,113.0,Edamame,Asian,5.0,5.0
114,,6:59:32 PM,18,120.0,Steak Torta,Mexican,13.95,13.95
115,,7:05:17 PM,19,107.0,Orange Chicken,Asian,16.5,16.5
115,,7:05:17 PM,19,111.0,California Roll,Asian,11.95,11.95
115,,7:05:17 PM,19,106.0,French Fries,American,7.0,7.0
116,,7:18:49 PM,19,124.0,Spaghetti,Italian,14.5,14.5
117,,7:23:02 PM,19,118.0,Steak Burrito,Mexican,14.95,14.95
117,,7:23:02 PM,19,120.0,Steak Torta,Mexican,13.95,13.95
118,,7:26:59 PM,19,119.0,Chicken Torta,Mexican,11.95,11.95
118,,7:26:59 PM,19,131.0,Chicken Parmesan,Italian,17.95,17.95
119,,7:32:29 PM,19,125.0,Spaghetti & Meatballs,Italian,17.95,17.95
120,,7:35:07 PM,19,108.0,Tofu Pad Thai,Asian,14.5,14.5
120,,7:35:07 PM,19,109.0,Korean Beef Bowl,Asian,17.95,17.95
120,,7:35:07 PM,19,131.0,Chicken Parmesan,Italian,17.95,17.95
121,,7:38:48 PM,19,101.0,Hamburger,American,12.95,12.95
121,,7:38:48 PM,19,125.0,Spaghetti & Meatballs,Italian,17.95,17.95
121,,7:38:48 PM,19,120.0,Steak Torta,Mexican,13.95,13.95
121,,7:38:48 PM,19,105.0,Mac & Cheese,American,7.0,7.0
122,,7:50:19 PM,19,117.0,Chicken Burrito,Mexican,12.95,12.95
123,,8:12:09 PM,20,110.0,Pork Ramen,Asian,17.95,17.95
124,,8:12:34 PM,20,101.0,Hamburger,American,12.95,12.95
124,,8:12:34 PM,20,120.0,Steak Torta,Mexican,13.95,13.95
124,,8:12:34 PM,20,122.0,Chips & Salsa,Mexican,7.0,7.0
124,,8:12:34 PM,20,114.0,Potstickers,Asian,9.0,9.0
126,,8:53:42 PM,20,132.0,Eggplant Parmesan,Italian,16.95,16.95
127,,8:58:23 PM,20,113.0,Edamame,Asian,5.0,5.0
128,,9:05:06 PM,21,122.0,Chips & Salsa,Mexican,7.0,7.0
129,,9:13:02 PM,21,107.0,Orange Chicken,Asian,16.5,16.5
129,,9:13:02 PM,21,114.0,Potstickers,Asian,9.0,9.0
130,,9:14:55 PM,21,109.0,Korean Beef Bowl,Asian,17.95,17.95
130,,9:14:55 PM,21,110.0,Pork Ramen,Asian,17.95,17.95
130,,9:14:55 PM,21,129.0,Mushroom Ravioli,Italian,15.5,15.5
130,,9:14:55 PM,21,105.0,Mac & Cheese,American,7.0,7.0
131,,9:33:10 PM,21,104.0,Veggie Burger,American,10.5,10.5
131,,9:33:10 PM,21,124.0,Spaghetti,Italian,14.5,14.5
131,,9:33:10 PM,21,126.0,Fettuccine Alfredo,Italian,14.5,14.5
131,,9:33:10 PM,21,123.0,Chips & Guacamole,Mexican,9.0,9.0
132,,9:42:45 PM,21,113.0,Edamame,Asian,5.0,5.0
133,,10:00:17 PM,22,101.0,Hamburger,American,12.95,12.95
133,,10:00:17 PM,22,109.0,Korean Beef Bowl,Asian,17.95,17.95
133,,10:00:17 PM,22,114.0,Potstickers,Asian,9.0,9.0
134,,10:13:24 PM,22,107.0,Orange Chicken,Asian,16.5,16.5
134,,10:13:24 PM,22,105.0,Mac & Cheese,American,7.0,7.0
134,,10:13:24 PM,22,123.0,Chips & Guacamole,Mexican,9.0,9.0
135,,10:29:34 PM,22,132.0,Eggplant Parmesan,Italian,16.95,16.95
136,,10:32:49 PM,22,124.0,Spaghetti,Italian,14.5,14.5
136,,10:32:49 PM,22,118.0,Steak Burrito,Mexican,14.95,14.95
137,,11:34:10 AM,11,128.0,Cheese Lasagna,Italian,15.5,15.5
137,,11:34:10 AM,11,113.0,Edamame,Asian,5.0,5.0
137,,11:34:10 AM,11,122.0,Chips & Salsa,Mexican,7.0,7.0
138,,11:44:50 AM,11,102.0,Cheeseburger,American,13.95,13.95
138,,11:44:50 AM,11,125.0,Spaghetti & Meatballs,Italian,17.95,17.95
138,,11:44:50 AM,11,127.0,Meat Lasagna,Italian,17.95,17.95
138,,11:44:50 AM,11,120.0,Steak Torta,Mexican,13.95,13.95
139,,11:57:39 AM,11,124.0,Spaghetti,Italian,14.5,14.5
140,,12:26:44 PM,12,119.0,Chicken Torta,Mexican,11.95,11.95
140,,12:26:44 PM,12,132.0,Eggplant Parmesan,Italian,16.95,16.95
141,,1:16:01 PM,13,108.0,Tofu Pad Thai,Asian,14.5,14.5
142,,1:33:59 PM,13,126.0,Fettuccine Alfredo,Italian,14.5,14.5
143,,1:41:36 PM,13,102.0,Cheeseburger,American,13.95,13.95
143,,1:41:36 PM,13,108.0,Tofu Pad Thai,Asian,14.5,14.5
143,,1:41:36 PM,13,109.0,Korean Beef Bowl,Asian,17.95,17.95
143,,1:41:36 PM,13,129.0,Mushroom Ravioli,Italian,15.5,15.5
143,,1:41:36 PM,13,113.0,Edamame,Asian,5.0,5.0
143,,1:41:36 PM,13,119.0,Chicken Torta,Mexican,11.95,11.95
143,,1:41:36 PM,13,106.0,French Fries,American,7.0,7.0
143,,1:41:36 PM,13,132.0,Eggplant Parmesan,Italian,16.95,16.95
144,,1:44:28 PM,13,101.0,Hamburger,American,12.95,12.95
144,,1:44:28 PM,13,107.0,Orange Chicken,Asian,16.5,16.5
144,,1:44:28 PM,13,102.0,Cheeseburger,American,13.95,13.95
144,,1:44:28 PM,13,104.0,Veggie Burger,American,10.5,10.5
144,,1:44:28 PM,13,124.0,Spaghetti,Italian,14.5,14.5
144,,1:44:28 PM,13,125.0,Spaghetti & Meatballs,Italian,17.95,17.95
144,,1:44:28 PM,13,112.0,Salmon Roll,Asian,14.95,14.95
144,,1:44:28 PM,13,105.0,Mac & Cheese,American,7.0,7.0
144,,1:44:28 PM,13,105.0,Mac & Cheese,American,7.0,7.0
144,,1:44:28 PM,13,122.0,Chips & Salsa,Mexican,7.0,7.0
144,,1:44:28 PM,13,106.0,French Fries,American,7.0,7.0
144,,1:44:28 PM,13,132.0,Eggplant Parmesan,Italian,16.95,16.95
145,,1:53:48 PM,13,114.0,Potstickers,Asian,9.0,9.0
146,,2:22:10 PM,14,102.0,Cheeseburger,American,13.95,13.95
146,,2:22:10 PM,14,125.0,Spaghetti & Meatballs,Italian,17.95,17.95
146,,2:22:10 PM,14,109.0,Korean Beef Bowl,Asian,17.95,17.95
148,,2:40:42 PM,14,128.0,Cheese Lasagna,Italian,15.5,15.5
149,,2:48:45 PM,14,131.0,Chicken Parmesan,Italian,17.95,17.95
150,,2:49:58 PM,14,113.0,Edamame,Asian,5.0,5.0
151,,3:09:34 PM,15,105.0,Mac & Cheese,American,7.0,7.0
151,,3:09:34 PM,15,123.0,Chips & Guacamole,Mexican,9.0,9.0
152,,3:09:42 PM,15,109.0,Korean Beef Bowl,Asian,17.95,17.95
152,,3:09:42 PM,15,131.0,Chicken Parmesan,Italian,17.95,17.95
152,,3:09:42 PM,15,106.0,French Fries,American,7.0,7.0
